序号,中标公告唯一标识,标段名称,标段编号,中标公告发布时间,中标单位,中标单位代码,中标价,项目负责人,工期,质量承诺,项目名称,中标时间,标段所在行政区域代码,费率或其它类型结果,交易平台名称,投诉情况,回复情况,行政监督机构名称,专家姓名,交易平台标识码,,
1740,94c08ed6-3248-4247-af2b-4160e1989b89,象山县石浦镇番西文化礼堂工程,A3302250290001039001001,00:00.0,宁波庆丰建设有限公司,91330225691361058X,5928476,潘君久,180,按国家施工验收规范一次性验收合格,象山县石浦镇番西文化礼堂工程,15:05.0,330225,,象山县公共资源交易平台,,,象山县公共资源交管办,,A3302250290,,
1741,d6a1f39a-e340-4148-a51b-f31bdb57f358,杭州城西休闲公园地下停车库及配套服务用房,A3301010060301074001001,00:00.0,浙江中南建设集团有限公司,91330108143250197K,106187448,洪林飞,0,无,杭州城西休闲公园地下停车库及配套服务用房,45:34.0,330101,,杭州市公共资源交易中心,,,杭州市建设工程招标投标管理办公室,,A3301010060,,
1742,dad06fa1-5fc5-4c4d-b0c3-09c4f57bf639,三角子市场外立面改造工程,A3304240590002369001001,16:38.0,浙江海安建设有限公司,91330424731515147M,709111,张克,0,/,三角子市场外立面改造工程,16:38.0,330424,,海盐县公共服务平台,,,新点电子招投标监督平台,,A3304240590,,
1743,b8b41338-ea22-4552-a13f-186ccdcc4490,"柳市柳黄路道路景观提升工程,",A3303820540001175001001,32:08.0,金华市贵泰环境建设有限公司,91330703MA28E81J8Y,5903530,吴斌,90,1,柳市柳黄路道路景观提升工程,31:41.0,330382,,乐清市公共资源交易中心,,,乐清市建设工程招标投标管理站,,A3303820540,,
1744,b4c38a19-4a10-43fb-9c13-242eda236321,三江六岸书城南地块绿化景观工程（勘察设计）,E3302010000005658001001,22:49.0,"宁波市房屋建筑设计研究院有限公司,浙江省工程勘察设计院集团有限公司",9.13302E+17,1994687,陈能辉,0,按国家技术规范、标准及规程，达到勘察设计任务书的设计深度。,三江六岸书城南地块绿化景观工程（勘察设计）,00:00.0,330201,,宁波市公共资源交易中心,,,市发展和改革委员会,,A3302010220,,
1745,24d59901-5ee1-4cdf-8d35-5d42501de736,规划二路(洪家南环线—路桥界)道路工程,E3310011234001349001001,48:39.0,金林建设有限公司,91331022MA28HU9R04,8780337,俞照艾,0,合格,规划二路(洪家南环线—路桥界)道路工程,32:48.0,331001,/,台州市公共资源交易中心,,,台州市建设工程招标投标管理办公室,,A3310011060,,
1746,b78d6bcc-23e7-458a-a0ed-1dfd1a42254e,瑞安南滨江景观带一期拆迁安置地工程（A）地块监理,A3303810530000896_01000,14:07.0,江苏中源工程管理股份有限公司,91320000330976524U,4036600,徐文渊,365,合格,瑞安南滨江景观带一期拆迁安置地工程（A）地块监理,14:07.0,330381,,瑞安市公共资源交易中心,,,瑞安市公共资源交易中心,,A3303810530,,
1747,1b7802cd-e399-4ad5-b31f-09248d545e41,章镇镇越星村农村饮用水达标提标工程,A3306820700002486002001,25:51.0,杭州港海建设有限公司,91330109574366992F,3000678,朱仙美,0,合格,章镇镇越星村农村饮用水达标提标工程,25:51.0,330682,,绍兴市上虞区公共资源交易中心,,,绍兴市上虞区便民服务中心(招标投标监督办公室),,A3306040760,,
1748,4680ddf4-2c00-4cd7-b756-5038f2011eb2,富康路（珍贝路-腾飞路）道路附属提升改造工程-交安设施工程,A3305010650000940001001,23:00.0,嘉兴宏宸交通工程有限公司,91330481MA2BB8DU0K,4272639,黎勇,0,无,富康路（珍贝路-腾飞路）道路附属提升改造工程-交安设施工程,22:40.0,330502,1,湖州市吴兴区公共资源交易中心,,,湖州市吴兴区公共资源交易管理办公室,,A3305020660,,
1749,2d47939b-96ac-4f3e-9791-888b8a98dbf3,坎胜路及影清北路临时路基工程第一标段,E3302820390000657001001,34:00.0,慈溪市开元城市建设配套工程有限公司,91330282730140435P,3449406,/,90,合格,坎胜路（经七路-东三环路）道路工程,16:58.0,330282,,慈溪市公共资源交易管理办公室,,,慈溪市公共资源交易管理办公室,,A3302820390,,
1750,8d8ae3fd-fe04-40ca-9535-7d34b2f58551,龙泉市镇府下路老旧小区污水治理工程000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,A3311011160004304003001,45:45.0,浙江龙泉宏腾建设工程有限公司,91331181698279321T,1861465,潘甜甜,150,1,龙泉市镇府下路老旧小区污水治理工程,45:38.0,331181,,龙泉市公共资源交易中心,,,丽水市行政审批服务管理办公室,,A3311811270,,
1751,474c11b1-8ac1-4819-87f3-b36ddde53c42,2022 年度鄞州经济开发区道路提升改造工程（施工）Ⅱ标段,A3302120280991979001002,00:00.0,宁波建工工程集团有限公司,91330200340554704D,11735253,唐渊,0,国家、浙江省、宁波市验收规范（从高）一次性验收合格标准。,2022 年度鄞州经济开发区道路提升改造工程（施工）,33:54.0,330212,,鄞州区公共资源交易平台,,,宁波市鄞州区公共资源监督管理中心,,A3302120280,,
1752,1345b26a-4489-449a-bba7-a97f6abe2285,开化县建制镇污水零直排区建设工程（四期）,A3308240950000077001001,05:23.0,浙江明城建设有限公司,9.13308E+17,15393160,劳颖,120,一次性验收合格,开化县建制镇污水零直排区建设工程（四期）,02:47.0,330824,,开化县公共资源市场化配置监督管理办公室,,,开化县监管办,,A3308240950,,
1753,386b5285-e499-40af-b425-19e3c0ede6ca,环城北路两侧综合整治工程,E3302050000000547001001,51:40.0,宁波方旭市政园林工程有限公司,91330281316836664X,21504642,胡工,0,按国家施工验收规范一次性验收合格,环城北路两侧综合整治工程（施工）,00:00.0,330205,,宁波市江北区公共资源交易中心,,,江北区公管办,,A3302050250,,
1754,b9f8b7b6-493e-4d94-8fd2-70762fe52a4c,,A3310241130000680001001,14:37.0,浙江佑安建设有限公司,91330104MA2GMQQYXW,3436245,,0,,,14:37.0,331000,0,仙居县公共资源交易中心,,,,,A3310241130,,
1755,e0d78d64-185e-4d8b-bf99-75ec3cee5f74,黄岩江口园区污水应急预处理工程设计,A3310011060001870001001,16:20.0,中国市政工程华北设计研究总院有限公司,9.112E+17,3497328,王阳,28,达到规定的设计文件编制深度，符合国家、省及台州市有关规定定,黄岩江口园区污水应急预处理工程设计,53:26.0,331001,,台州市公共资源交易中心,,,台州市黄岩区建设工程招投标管理办公室,,A3310011060,,
1756,6c3310cb-ed79-40a9-85b2-ec43c6cfc03f,樟山一期二期拆迁安置点项目设计采购施工总承包（EPC）,A3303280490001084084001,41:59.0,浙江工业大学工程设计集团有限公司,91330000143060676L,19983264,王丛,150,合格,樟山一期二期拆迁安置点项目设计采购施工总承包（EPC）,42:04.0,330328,,文成县公共资源交易中心,,,文成县发展和改革局,,A3303280490,,
1757,18c0a114-bb8f-4fad-b8b4-8c54b051744e,2022年景宁县农村公路生命安全提升提质工程,A3311011160011556001001,26:35.0,景宁畲族自治县腾鹰公路养护工程有限公司,91331127765212531J,13746524,任海平,0,暂无,2022年景宁县农村公路生命安全提升提质工程,26:35.0,331127,,景宁县公共资源交易中心,,,丽水市行政审批服务管理办公室,,A3311271240,,
1758,d6388fb3-50e0-4ecf-a1c6-4b1646cf478a,"虹桥镇八村村庄沿线建设项目,",A3303820540002217001001,02:57.0,合鑫建设有限公司,91510100MA6CRD6Q26,2616902,王进余,45,1,虹桥镇八村村庄沿线建设项目,02:49.0,330382,,乐清市公共资源交易中心,,,乐清市建设工程招标投标管理站,,A3303820540,,
1759,f8511e6f-959d-41cf-a888-4d1247d52bbf,义亭镇铜山湖村市口自然村有机更新地块土石方工程,YT20191213001-S00100000,07:16.0,义乌市浩洋建设有限公司,91331100MA2E0NXE0B,462229,张健平,0,无,义亭镇铜山湖村市口自然村有机更新地块土石方工程,07:16.0,330782,,义乌市公共资源交易中心,,,义乌市·义亭镇,,A3307820880,,
1760,1397600a-af58-4f8e-991e-f5041a7a7ed7,湖州产投煤山新能源产业基地项目总承包EPC工程监理服务项目,A3305220690007385001001,56:54.0,浙江东南建设管理有限公司,9133050214696622XU,1596800,王伟东,380,合格,湖州产投煤山新能源产业基地项目,56:19.0,330522,,长兴县公共资源交易中心,,,长兴县公共资源交易管理办公室,,A3305220690,,
1761,a0682e8d-26bf-4960-b92d-50383d435135,"中国邮政储蓄银行股份有限公司温州市乐清市支行营运生产用房装修改造项目,",A3303820540001141001001,44:39.0,河南征信建筑工程有限公司,9141080068714582XT,16081425,无,150,1,中国邮政储蓄银行股份有限公司温州市乐清市支行营运生产用房装修改造项目,44:14.0,330382,,乐清市公共资源交易中心,,,乐清市建设工程招标投标管理站,,A3303820540,,
1762,527fc2d5-d489-4883-939d-429245a8aff4,南浔区和孚绿色新材料产业园基础配套项目—尤夫路改建工程,A3305010650000503001001,01:34.0,湖州中元建设有限公司,91330502MA2B31CX6R,9652645,黄美泉,0,无,南浔区和孚绿色新材料产业园基础配套项目—尤夫路改建工程,58:56.0,330503,1,湖州市南浔区公共资源交易中心,,,湖州市南浔区公共资源交易管理办公室,,A3305030670,,
1763,0fec2862-492a-42f5-bf4f-670b8c16742a,瑞安市高楼寨寮湖景区—露营基地及相关旅游配套设施建设工程设计,A3303810530000840_01000,30:52.0,浙江众生建筑设计有限公司,91330300MA285D7N34,869866,陈爱钗,365,合格,瑞安市高楼寨寮湖景区—露营基地及相关旅游配套设施建设工程设计,30:52.0,330381,,瑞安市公共资源交易中心,,,瑞安市公共资源交易中心,,A3303810530,,
1764,c8a434fc-e70a-4b67-be0e-ae78d35b3d80,瑞安市工程土方四号平整场消纳平整工程,A3303810530000774_01000,00:48.0,温州市华都建设有限公司,91330328MA2ATG2K84,17770913,吴媛媛,365,合格,瑞安市工程土方四号平整场消纳平整工程,00:48.0,330381,,瑞安市公共资源交易中心,,,瑞安市公共资源交易中心,,A3303810530,,
1765,5300f035-1f0d-4e2c-98e5-c5d1f4dec91e,老旧小区改造三年计划项目-丰泽园施工,A3306820700003361001001,09:57.0,浙江秦核环境建设有限公司,91330424554036822M,10108631,朱永良,0,合格,老旧小区改造三年计划项目-丰泽园施工,09:35.0,330682,,绍兴市上虞区公共资源交易中心,,,绍兴市上虞区便民服务中心(招标投标监督办公室),,A3306040760,,
1766,3df74ccc-bd41-4828-beec-6304ba8753b1,杭州临江环境能源项目配套工程（三期）设计采购施工（EPC）总承包,A3301010060300610001001,00:00.0,浙江杰立建设集团有限公司、中国电建集团华东勘测设计研究院有限公司,91330000142920718C,74199205,张洪飞,0,无,杭州临江环境能源项目配套工程（三期）设计采购施工（EPC）总承包,26:36.0,330101,,杭州市公共资源交易中心,,,杭州市建设工程招标投标管理办公室,,A3301010060,,
1767,003902d0-7df2-45c4-aac0-ad2d97385061,东阳市横店镇中心卫生院公共卫生综合楼建设项目设计招标,A3307830890001725725382,56:25.0,浙江建院建筑规划设计院,91330000142935282G,1803004,徐鸿铭,50,合格,东阳市横店镇中心卫生院公共卫生综合楼建设项目设计招标,00:00.0,330783,,东阳市公共资源交易中心,,,东阳市住房和城乡建设局,,A3307830890,,
1768,9685b3f0-7efc-4096-bcc6-d4393d5f17c3,,A3308250980000560001001,41:27.0,江山市万顺公路养护工程有限责任公司,9.13309E+17,0,,0,,,45:13.0,330825,,龙游县公共资源交易平台,,,,,A3308250980,,
1769,f4f412bc-9f7c-4244-b04d-35507a55f08c,龙港市江滨公园附属设施改造提升工程,A3303831280000219001001,10:28.0,温州祥通建设有限公司,91330327MA285NNW6X,2129415,朱晓明,60,1,龙港市江滨公园附属设施改造提升工程,10:18.0,330399,,龙港市公共资源交易中心,,,龙港市自然资源与规划建设局;,,A3303831280,,
1770,080d04b5-7449-492e-8e33-f4cd59a25f9f,2020年开发区道路大中修项目计家桥改建工程,A3304240590000703001001,03:36.0,浙江恒力建设有限公司,91330481755906775W,3509958,祝志清,0,/,2020年开发区道路大中修项目计家桥改建工程,03:36.0,330424,,海盐县公共服务平台,,,新点电子招投标监督平台,,A3304240590,,
1771,183df1a7-1009-4e48-8c78-c3e1b0b9a039,余杭博物馆改扩建项目室外附属工程,A3301100140300340001001,00:00.0,杭州丰裕建设有限公司,91330110MA28XLQ193,2799788,俞立光,0,无,余杭博物馆改扩建项目室外附属工程,09:25.0,330110,,杭州市余杭区公共资源交易中心,,,杭州市余杭区住房和城乡建设局,,A3301100140,,
1773,7dd01ee6-4834-4730-b32e-8cc94f4f2d89,滨海十一路（金海三道至滨海六道段）道路提升工程,A3303010410003242242001,23:50.0,绍兴金朋环境建设有限公司,9.13306E+17,16578518,鲁国庆,365,合格,滨海十一路（金海三道至滨海六道段）道路提升工程,25:36.0,330301,,温州市行政审批与公共资源交易服务管理中心,,,温州经济技术开发区住房与建设局工程建设招投标办公室,,A3303010410,,
1774,b3381937-697b-47e2-ad90-915df8b5dd7a,台州学院7人制足球场改造项目,E3310011234001634001001,39:54.0,温州丰成建设有限公司,91330304590592252G,762669,黄奔奔,60,合格,台州学院7人制足球场改造项目,21:19.0,331001,,台州市公共资源交易中心,,,台州市建设工程招标投标管理办公室,,A3310011060,,
