,中标公告唯一标识,标段名称,标段编号,中标公告发布时间,中标单位,中标单位代码,中标价,项目负责人,工期,质量承诺,项目名称,中标时间,标段所在行政区域代码,费率或其它类型结果,交易平台名称,投诉情况,回复情况,行政监督机构名称,专家姓名,交易平台标识码
2130,fad29f20-4616-4d7c-adee-95b45891a639,温州市职业中等专业学校迁建工程（一期）校园建设工程地质勘察,A3303010410000250001001,2022-04-07 14:12:30.0,温州市勘察测绘研究院有限公司,91330300470519026R,1580800,吕元林,30,合格,温州市职业中等专业学校迁建工程（一期）校园建设工程地质勘察,2022-04-07 14:11:57.0,330301,,温州市行政审批与公共资源交易服务管理中心,,,-,,A3303010410
2131,e8154334-3a2d-4db2-9910-861ac6190a36,中山街出让地块区间道路市政配套工程-陶滩路00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,A3311011160004051001001,2020-07-01 15:31:35.0,浙江景盛市政园林工程有限公司,91331102554015351K,3720891,卢森伟,90,1,中山街出让地块区间道路市政配套工程-陶滩路,2020-07-01 15:31:33.0,331122,,缙云县公共资源交易中心,,,丽水市行政审批服务管理办公室,,A3311221190
2132,65b193eb-20c6-4a12-b3c8-c1644062a8ee,2021年度新时代美丽乡村精品村项目—湖南镇白坞口村EPC,A3308030000630010010000,2022-07-11 17:03:59.0,衢州市政园林股份有限公司、浙江中筑启创工程技术有限公司(联合体),91330800609808544L,17607107,吴飞,0,无,2021年度新时代美丽乡村精品村项目—湖南镇白坞口村,2022-07-11 17:03:59.0,330803,,衢江区公共资源交易中心,,,衢州市公共资源交易监督管理办公室,,A3308030930
2133,e100ed49-149d-4063-8b70-d50dcd456c14,江厦街道新街小区、双梁小区老旧小区改造工程全过程工程咨询,A3302030230000283001001,2021-04-08 00:00:00.0,宁波德信工程管理有限公司,91330203756255580D,0,张磊,0,满足相关规范及招标文件要求,江厦街道新街小区、双梁小区老旧小区改造工程全过程工程咨询,2021-03-26 17:19:31.0,330203,,海曙区公共资源交易平台,,,宁波市海曙区公共资源交易管理办公室,,A3302030230
2134,8d01981b-9940-44ca-b583-0114a104522e,标段4：SG6118标段施工,A3302010220000748001004,2022-11-25 16:45:04.0,腾达建设集团股份有限公司,9133000070469053XT,228620000,丁立魁、袁钢辉,0,-,宁波市轨道交通6号线一期工程SG6103、SG6111、SG6117、SG6118标段施工,2022-11-18 17:00:00.0,330201,,宁波市公共资源交易中心,,,市发展和改革委员会,,A3302010220
2135,e8eb6f87-cc2f-4bf5-8048-8b024ef01ddf,,A3310821150001832001001,2020-07-15 17:12:42.0,杭州开畅建设工程有限公司,913301095930531589,1418241,,0,,,2020-07-15 17:12:42.0,331000,0.00,临海市公共资源交易中心,,,,,A3310821150
2136,69219b77-b24b-41d5-ae50-67778f64132b,第1标段,E3302060053001717001001,2021-12-17 09:32:20.0,世源科技工程有限公司,91110000710931686J,1249860000,朱辉,0,设计质量要求：按国家技术规范、标准及规程，达到国家、招标文件及有关规定设计深度。施工质量要求：按国家验收规范一次性验收合格,灵芯微电子产业园一期项目,2021-12-06 17:09:28.0,330200,0.00,北仑区公共资源交易中心,,,北仑区（开发区）行政审批管理办公室,,A3302060260
2137,a0fe227a-8123-4750-971d-2e893a8c8169,转塘单元XH1812-R22-22地块幼儿园（新安居地块）,A3301060110503170001211,2022-10-08 09:00:00.0,杭州铭驰建设有限公司,913301055966010335,36519392,陈林,0,无,转塘单元XH1812-R22-22地块幼儿园（新安居地块）,2022-09-20 19:24:37.0,330106,,杭州市公共资源交易中心西湖分中心,,,杭州市西湖区住房和城乡建设局,,A3301060110
2138,0785aff4-1bd1-4d65-988c-84cc338f40f0,三门县乡村振兴基础设施配套新建工程（黄四线K5+470～K11+970）施工监理,A3310221110000872001001,2022-07-22 00:00:00.0,浙江通达工程监理咨询有限公司,913310827877290484,0,田秀艳,0,合格,三门县乡村振兴基础设施配套新建工程（黄四线K5+470～K11+970）施工监理,2022-07-22 15:56:32.0,331022,,三门县公共资源交易平台,,,交通局-工程质量安全监督站,,A3310221110
2139,57807ac7-b4b8-4243-a06d-ce3b2b6f5096,（22-0072）婺城区安居工程城改项目（三联村）设计单位招标,A3307020790004138001001,2022-06-10 10:58:30.0,航天建筑设计研究院有限公司,911101061021633613,16727877,王向伟,90,符合国家现行设计规范的规定,（22-0072）婺城区安居工程城改项目（三联村）设计单位招标,2022-06-06 09:00:00.0,330702,,婺城区公共资源交易中心,,,金华市婺城区住房和城乡建设局,,A3307020790
2140,447aebc6-d3fe-4bb4-bd4a-5e7870fd96c8,舟山本岛水源提升利用综合工程一岛北输水管道提升工程I标,A3309011000000476001001,2022-09-14 15:19:38.0,浙江鼎川建设有限公司,91330781765211731F,17955300,柳东东,0,合格,舟山本岛水源提升利用综合工程一岛北输水管道提升工程I标,2022-09-14 15:19:38.0,330901,,舟山市公共资源交易中心,,,舟山市水利围垦工程招投标办公室,,A3309011000
2141,26bef6e5-a6b7-4dcf-ae11-77ab434c2998,丽水市公安局交通警察支队莲都大队联城中队技术业务用房项目,A3311011160010608001001,2022-01-10 15:13:26.0,浙江万景市政园林工程有限公司,91331100148434606X,11726515,刘志敏,0,合格,丽水市公安局交通警察支队莲都大队联城中队技术业务用房项目,2022-01-10 15:13:26.0,331101,,丽水市公共资源交易中心,,,丽水市行政审批服务管理办公室,,A3311011160
2142,e75edef0-2ab7-401a-9e64-90cd5510d171,2021年奉化背街小巷提升改造工程设计施工总承包,E3302830000000978001001,2021-07-15 08:25:29.0,"浙江金峨生态建设有限公司,宁波市城建设计研究院有限公司",913302837204189661,64088598,-,0,-,2021年奉化背街小巷提升改造工程设计施工总承包,2021-07-08 17:00:00.0,330283,,奉化区共资源交易中心,,,奉化区住房与城乡建设局,,A3302830400
2143,fc39cdf8-dabc-49da-aee8-05daf1bb1d55,岱山县2020年高亭城区老旧小区改造工程（第二批）一岱山县沿港中路立面改造工程（蓬莱路至安澜路）,DSA20200084001001000000,2020-11-10 16:02:30.0,舟山恒航建设有限公司,91330902MA2A28BN07,18026766,周通,0,合格,岱山县2020年高亭城区老旧小区改造工程（第二批）一岱山县沿港中路立面改造工程（蓬莱路至安澜路）,2020-11-10 16:02:30.0,330921,,岱山县招投标中心,,,岱山县招投标中心,,A3309211021
2144,c2d0c8a4-d8df-43e1-92dd-e7db56f7a170,五乡镇李家洋区块配套道路工程施工（Ⅲ标段）,A3302120280992029001002,2022-10-09 00:00:00.0,中科盛博建设集团有限公司,913302261449213945,62505662,宁国华,720,按国家和行业施工验收规范一次性验收合格（包括由专业部门单独验收的内容，确保一次性验收合格），并争创甬江杯,五乡镇李家洋区块配套道路工程（施工）,2022-10-09 14:50:00.0,330200,,鄞州区公共资源交易平台,,,宁波市鄞州区公共资源监督管理中心,,A3302120280
2145,ad9e9813-1b3f-4823-9a21-8e61a7e08fcc,环境监理及竣工环保验收及监测服务,E3300000007000173069001,2021-01-05 00:00:00.0,中海环境科技（上海）股份有限公司,91310000055928009H,5230000,魏欣,730,无,杭州机场轨道快线,2021-01-05 16:11:38.0,330000,,浙江省公共资源交易中心,,,浙江省招标投标管理中心,,A3300000020
2146,01e25169-5c3c-48d6-8c1b-edb0e30b48cc,申嘉湖高速公路安吉孝源至唐舍段工程线外三改（孝源街道）（K152+400段右侧改沟及K152+911左侧改渠）,A3305230700000479001001,2020-09-30 08:04:15.0,安吉博引水利建设有限公司,91330523732400798E,921121,丁云,0,合格,申嘉湖高速公路孝源至唐舍段工程线外三改（孝源街道）（K152+400段右侧改沟及K152+911左侧改渠）,2020-09-30 08:04:15.0,330524,,安吉县公共资源交易中心,,,安吉县公共资源交易管理办公室,,A3305230700
2147,25ea6754-95f6-412c-973f-c415a3c32c36,泰顺县洲岭至龟湖“四好农村路”联网工程可行性研究报告编制及勘察设计,A3303290500000433001001,2020-05-08 10:58:26.0,中交第一公路勘察设计研究院有限公司,123303297420412580,7797492,张协,120,1,泰顺县洲岭至龟湖“四好农村路”联网工程,2020-05-08 10:58:22.0,330329,,泰顺县招投标中心,,,泰顺县交通运输局,,A3303290500
2148,2ee6f8c3-0ee1-4dbf-b50f-f453c15ac177,余杭区仁和街道獐山路（怡然街-上施桥港)工程,A3301100140301308001001,2021-12-17 09:00:00.0,常升建设集团有限公司,913300006725993510,16372003,吴飞飞,0,无,余杭区仁和街道獐山路（怡然街-上施桥港)工程,2021-12-08 17:16:43.0,330110,,杭州市公共资源交易中心余杭分中心,,,杭州市余杭区住房和城乡建设局,,A3301100140
2149,962f80b6-ca8e-4502-87ab-75ed29104ea9,"虹桥镇第二小学行政楼加固、校舍维修及塑胶球场改造工程,",A3303820540001315001001,2021-06-29 14:04:39.0,温州建力建筑工程有限公司,913303247266208820,2520524,张良兵,60,1,虹桥镇第二小学行政楼加固、校舍维修及塑胶球场改造工程,2021-06-29 14:04:37.0,330382,,乐清市公共资源交易中心,,,乐清市建设工程招标投标管理站,,A3303820540
2150,89cefa92-5b92-4962-aac7-c8dd9d25bced,开化县物流园区市政道路工程（园五路、园二路）项目招标代理业务,20200628011467220555908,2020-08-06 00:00:00.0,浙江中际工程项目管理有限公司,9133010073776534XX,0,程凤侠,480,符合公选文件要求,开化县物流园区市政道路工程（园五路、园二路）项目招标代理业务,2020-07-08 14:44:27.0,330824,75,开化县公共资源市场化配置监督管理办公室,,,开化县监管办,,A3308240950
2151,599a705e-4f9d-487c-bb61-b426ea4e10a6,龙港新城启源路工程I标段,A3303270480000998001001,2020-07-06 15:24:31.0,济南城建集团有限公司,91370100163152498L,99729885,杨爱民,270,1,龙港新城启源路工程I标段,2020-07-06 15:23:40.0,330399,,苍南县公共资源交易中心,,,龙港市自然资源与规划建设局;,,A3303270480
2152,5affde58-9dd9-4069-a3b2-3b1f4ce4f9eb,开化县城市排涝系统整治工程2022年项目—保安路（西渠—芹江）,A3308240001410010010000,2022-09-20 14:39:25.0,浙江创丰建设有限公司,91330824MA29U7YR9G,5946578,卢晨,0,无,开化县城市排涝系统整治工程2022年项目—保安路（西渠—芹江）,2022-09-20 14:39:25.0,330824,,开化县公共资源交易中心,,,衢州市公共资源交易监督管理办公室,,A3308240950
2153,fbe220c5-8cfa-4e17-9d62-c88e9ce7a11f,南门商业广场市政景观及亮化工程,A3205820001000138001001,2020-04-26 11:27:30.0,安吉至诚市政工程有限公司,91330523MA28CEXG2R,9025250,蒋昙,0,无,孝丰镇南门商业广场建设项目,2020-04-26 11:27:30.0,330523,,安吉县公共资源交易中心,,,安吉县公共资源交易管理办公室,,A3305230700
2154,0fb9cdfa-5dca-4812-b866-34e1dcc8ff48,义南建材家居市场市政景观工程,YW20201223002-S00100000,2021-01-18 10:06:55.0,金华金晟建设有限公司,913307026923597932,0,孔令峰,140,国家现行施工验收规范合格标准,义南建材家居市场市政景观工程,2021-01-18 10:06:55.0,330782,10.35%,义乌市公共资源交易中心,,,义乌市·市本级,,A3307820880
2155,5d669bf2-4b1a-4624-b29d-3d57f9e73538,宁波国际会议中心精装修照明功能灯具采购I标段,A3302010220000435001001,2022-04-24 10:13:02.0,上海毅辰照明工程设计有限公司,913101093207485959,12872821,王昆鹏,0,-,宁波国际会议中心精装修照明功能灯具采购,2022-04-06 16:00:00.0,330201,,宁波市公共资源交易中心,,,市住房和城乡建设委员会,,A3302010220
2156,f9a46675-c9a4-4fa1-b525-40027bfe5882,杭州第十四中学青山湖学校项目全过程工程咨询,A3301850210300389001001,2021-09-06 09:00:00.0,浙江省工程咨询有限公司、中衡设计集团股份有限公司,91330000142910157K,6082300,章孜明,0,无,杭州第十四中学青山湖学校项目全过程工程咨询,2021-08-31 19:26:37.0,330185,,杭州市公共资源交易中心临安分中心,,,杭州市临安区住房和城乡建设局,,A3301850210
2157,d432180e-9c58-474f-b5e4-333bbadf9f02,江北区2021年度城镇老旧小区改造工程（欣欣家园）（施工）,E3302050000000607001001,2021-06-01 14:53:32.0,浙江天港建设集团有限公司,9133020566205813XN,36821314,贺工,0,按国家施工验收规范一次性验收合格,江北区2021年度城镇老旧小区改造工程（欣欣家园）（施工）,2021-05-24 13:00:00.0,330205,,宁波市江北区公共资源交易中心,,,江北区公管办,,A3302050250
2158,c260d71f-5782-41b0-b46f-6aa0caa107b0,施工,CXX20210530604654000000,2021-08-29 20:53:24.0,湖州九创建设有限公司,9133050032559170XE,3338887,张斌 浙233181801693,210,合格,吕山乡龙溪村全域整治东新村安置点室外配套工程--Ⅰ标段,2021-06-04 02:32:41.0,330522,,长兴县公共资源交易中心,,,长兴县公共资源交易管理办公室,,A3305220690
2159,ac34e7c4-2592-46ec-beb4-4b692119410f,滨海镇农污纳入城污B片区工程勘察设计,A3310811140001289001001,2021-07-15 10:26:59.0,中国城市建设研究院有限公司-宁波冶金勘察设计研究股份有限公司,91110000400009055H,675000,王蔚蔚,0,合格,滨海镇农污纳入城污B片区工程,2021-07-15 10:26:59.0,331000,0.00,温岭市公共资源交易中心,,,温岭市公管委,,A3310811140
2160,3f2bf681-60e4-4825-a5ee-ec1ac73559aa,台州技师学院一期工程（厨房设备）,A3310011060002713001001,2022-11-09 09:57:33.0,浙江安能厨房设备有限公司,91331000MA28GD6C7J,2101066,F26DA27E2980CC9882CA644505E578EE,0,合格,台州技师学院一期工程（厨房设备）,2022-11-02 11:44:01.0,331001,,台州市公共资源交易中心,,,台州市发展和改革委员会,,A3310011060
